Id,Contract_Type,Gender,Marital_Status,Education_Level,Birth_Year,Age,Employment,Mobile_Number,Card_Number,Card_Expiry,Transaction_Device_Type,Card_Limit,Transaction_Amount,Transaction_Type,Transaction_Location,Card_Type,Card_Verification_Method,Monthly_Income,Annual_Income,EMI_Amount,Previous_Transaction_Count,Transaction_Hour,Is_Foreign_Transaction,Is_High_Transaction_Amount,Merchant_Risk_Score,Card_Usage_Location_Distance,Has_Recent_Card_Update,Transaction_Frequency_Weekday,Transaction_Frequency_Weekend,Fraud_Status
137,Fixed,Female,Married,Graduate,1973,49,Employed,9876543210,8888888888888888,2029,Desktop,2000000,3000,Purchase,Delhi,Visa,Online,480000,5760000,3000,70,5,True,False,0.9,70,False,10,15,0
138,Variable,Male,Single,High School,1984,38,Self-Employed,8765432109,9999999999999999,2024,Mobile,2050000,5500,Withdrawal,Mumbai,MasterCard,Offline,490000,5880000,5000,40,20,True,True,0.8,80,True,20,25,1
139,Fixed,Other,Married,Graduate,1988,34,Employed,7654321098,1111111111111111,2025,Tablet,2100000,7500,Transfer,Kolkata,Visa,Online,500000,6000000,4000,50,15,False,False,0.7,90,True,25,30,0
140,Fixed,Female,Married,High School,1979,43,Unemployed,6543210987,2222222222222222,2026,Desktop,2150000,3000,Purchase,Hyderabad,MasterCard,Offline,510000,6120000,3000,60,10,True,True,0.6,100,False,10,15,1
141,Variable,Male,Single,Post Graduate,1983,39,Employed,5432109876,3333333333333333,2027,Mobile,2200000,5500,Withdrawal,Delhi,Visa,Online,520000,6240000,5000,70,5,True,False,0.5,10,True,20,25,0
142,Fixed,Other,Married,Graduate,1976,46,Self-Employed,4321098765,4444444444444444,2028,Tablet,2250000,7500,Transfer,Mumbai,MasterCard,Offline,530000,6360000,4000,40,20,True,True,0.4,20,True,25,30,1
143,Fixed,Female,Married,High School,1974,48,Employed,3210987654,5555555555555555,2029,Desktop,2300000,3000,Purchase,Kolkata,Visa,Online,540000,6480000,3000,50,15,False,False,0.3,30,False,10,15,0
144,Variable,Male,Single,Doctorate,1982,40,Unemployed,2109876543,6666666666666666,2024,Mobile,2350000,5500,Withdrawal,Hyderabad,MasterCard,Offline,550000,6600000,5000,60,10,True,True,0.2,40,True,20,25,1
145,Fixed,Other,Married,High School,1977,45,Employed,1098765432,7777777777777777,2025,Tablet,2400000,7500,Transfer,Delhi,Visa,Online,560000,6720000,4000,70,5,True,False,0.1,50,True,25,30,0
146,Fixed,Female,Married,Graduate,1973,49,Unemployed,0987654321,8888888888888888,2026,Desktop,2450000,3000,Purchase,Mumbai,MasterCard,Offline,570000,6840000,3000,40,20,True,True,0.9,60,False,10,15,1
147,Variable,Male,Single,Post Graduate,1988,34,Employed,9876543210,9999999999999999,2027,Mobile,2500000,5500,Withdrawal,Kolkata,Visa,Online,580000,6960000,5000,50,15,True,False,0.8,70,True,20,25,0
148,Fixed,Other,Married,High School,1981,41,Self-Employed,8765432109,1111111111111111,2028,Tablet,2550000,7500,Transfer,Hyderabad,MasterCard,Offline,590000,7080000,4000,60,10,True,True,0.7,80,True,25,30,1
149,Fixed,Female,Married,Graduate,1979,43,Employed,7654321098,2222222222222222,2029,Desktop,2600000,3000,Purchase,Delhi,Visa,Online,600000,7200000,3000,70,5,False,False,0.6,90,False,10,15,0
150,Variable,Male,Single,High School,1984,38,Unemployed,6543210987,3333333333333333,2024,Mobile,2650000,5500,Withdrawal,Mumbai,MasterCard,Offline,610000,7320000,5000,40,20,False,True,0.5,100,True,20,25,1
151,Fixed,Other,Married,Graduate,1976,46,Employed,5432109876,4444444444444444,2025,Tablet,2700000,7500,Transfer,Kolkata,Visa,Online,620000,7440000,4000,50,15,True,False,0.4,10,True,25,30,0
152,Fixed,Female,Married,High School,1974,48,Self-Employed,4321098765,5555555555555555,2026,Desktop,2750000,3000,Purchase,Hyderabad,MasterCard,Offline,630000,7560000,3000,60,10,True,True,0.3,20,False,10,15,1
153,Variable,Male,Single,Post Graduate,1982,40,Employed,3210987654,6666666666666666,2027,Mobile,2800000,5500,Withdrawal,Delhi,Visa,Online,640000,7680000,5000,70,5,True,False,0.2,30,True,20,25,0
154,Fixed,Other,Married,Graduate,1977,45,Unemployed,2109876543,7777777777777777,2028,Tablet,2850000,7500,Transfer,Mumbai,MasterCard,Offline,650000,7800000,4000,40,20,True,True,0.1,40,True,25,30,1
155,Fixed,Female,Married,High School,1973,49,Employed,1098765432,8888888888888888,2029,Desktop,2900000,3000,Purchase,Kolkata,Visa,Online,660000,7920000,3000,50,15,False,False,0.9,50,False,10,15,0
156,Variable,Male,Single,Post Graduate,1988,34,Self-Employed,0987654321,9999999999999999,2024,Mobile,2950000,5500,Withdrawal,Hyderabad,MasterCard,Offline,670000,8040000,5000,60,10,False,True,0.8,60,True,20,25,1
157,Fixed,Other,Married,Graduate,1981,41,Employed,9876543210,1111111111111111,2025,Tablet,3000000,7500,Transfer,Delhi,Visa,Online,680000,8160000,4000,70,5,True,False,0.7,70,True,25,30,0
158,Fixed,Female,Married,High School,1979,43,Unemployed,8765432109,2222222222222222,2026,Desktop,3050000,3000,Purchase,Mumbai,MasterCard,Offline,690000,8280000,3000,40,20,True,True,0.6,80,False,10,15,1
159,Variable,Male,Single,Post Graduate,1984,38,Employed,7654321098,3333333333333333,2027,Mobile,3100000,5500,Withdrawal,Kolkata,Visa,Online,700000,8400000,5000,50,15,True,True,0.5,90,True,20,25,0
160,Fixed,Other,Married,Graduate,1976,46,Self-Employed,6543210987,4444444444444444,2028,Tablet,3150000,7500,Transfer,Hyderabad,MasterCard,Offline,710000,8520000,4000,60,10,True,False,0.4,100,True,25,30,1
161,Fixed,Female,Married,High School,1974,48,Employed,5432109876,5555555555555555,2029,Desktop,3200000,3000,Purchase,Delhi,Visa,Online,720000,8640000,3000,70,5,False,False,0.3,10,False,10,15,0
162,Variable,Male,Single,Post Graduate,1982,40,Unemployed,4321098765,6666666666666666,2024,Mobile,3250000,5500,Withdrawal,Mumbai,MasterCard,Offline,730000,8760000,5000,40,20,False,True,0.2,20,True,20,25,1
163,Fixed,Other,Married,Graduate,1977,45,Employed,3210987654,7777777777777777,2025,Tablet,3300000,7500,Transfer,Kolkata,Visa,Online,740000,8880000,4000,50,15,True,False,0.1,30,True,25,30,0
164,Fixed,Female,Married,High School,1973,49,Self-Employed,2109876543,8888888888888888,2026,Desktop,3350000,3000,Purchase,Hyderabad,MasterCard,Offline,750000,9000000,3000,60,10,True,True,0.9,40,False,10,15,1
165,Variable,Male,Single,Post Graduate,1988,34,Employed,1098765432,9999999999999999,2027,Mobile,3400000,5500,Withdrawal,Delhi,Visa,Online,760000,9120000,5000,70,5,True,False,0.8,50,True,20,25,0
166,Fixed,Other,Married,Graduate,1981,41,Unemployed,0987654321,1111111111111111,2028,Tablet,3450000,7500,Transfer,Mumbai,MasterCard,Offline,770000,9240000,4000,40,20,True,True,0.7,60,True,25,30,1
167,Fixed,Female,Married,High School,1979,43,Employed,9876543210,2222222222222222,2029,Desktop,3500000,3000,Purchase,Kolkata,Visa,Online,780000,9360000,3000,50,15,False,False,0.6,70,False,10,15,0
168,Variable,Male,Single,Post Graduate,1984,38,Employed,8765432109,3333333333333333,2024,Mobile,3550000,5500,Withdrawal,Hyderabad,MasterCard,Offline,790000,9480000,5000,60,10,False,True,0.5,80,True,20,25,1
169,Fixed,Other,Married,Graduate,1976,46,Self-Employed,7654321098,4444444444444444,2025,Tablet,3600000,7500,Transfer,Delhi,Visa,Online,800000,9600000,4000,70,5,True,False,0.4,90,True,25,30,0
170,Fixed,Female,Married,High School,1974,48,Employed,6543210987,5555555555555555,2026,Desktop,3650000,3000,Purchase,Mumbai,MasterCard,Offline,810000,9720000,3000,40,20,True,True,0.3,100,False,10,15,1
171,Variable,Male,Single,Post Graduate,1982,40,Unemployed,5432109876,6666666666666666,2027,Mobile,3700000,5500,Withdrawal,Kolkata,Visa,Online,820000,9840000,5000,50,15,True,False,0.2,10,True,20,25,0
172,Fixed,Other,Married,Graduate,1977,45,Employed,4321098765,7777777777777777,2028,Tablet,3750000,7500,Transfer,Hyderabad,MasterCard,Offline,830000,9960000,4000,60,10,True,True,0.1,20,True,25,30,1
173,Fixed,Female,Married,High School,1973,49,Self-Employed,3210987654,8888888888888888,2029,Desktop,3800000,3000,Purchase,Delhi,Visa,Online,840000,10080000,3000,70,5,False,False,0.9,30,False,10,15,0
174,Variable,Male,Single,Post Graduate,1988,34,Employed,2109876543,9999999999999999,2024,Mobile,3850000,5500,Withdrawal,Mumbai,MasterCard,Offline,850000,10200000,5000,40,20,False,True,0.8,40,True,20,25,1
175,Fixed,Other,Married,Graduate,1981,41,Unemployed,1098765432,1111111111111111,2025,Tablet,3900000,7500,Transfer,Kolkata,Visa,Online,860000,10320000,4000,50,15,True,False,0.7,50,True,25,30,0
176,Fixed,Female,Married,High School,1979,43,Employed,0987654321,2222222222222222,2026,Desktop,3950000,3000,Purchase,Hyderabad,MasterCard,Offline,870000,10440000,3000,60,10,True,True,0.6,60,False,10,15,1
177,Variable,Male,Single,Post Graduate,1984,38,Employed,9876543210,3333333333333333,2027,Mobile,4000000,5500,Withdrawal,Delhi,Visa,Online,880000,10560000,5000,70,5,True,False,0.5,70,True,20,25,0
178,Fixed,Other,Married,Graduate,1976,46,Self-Employed,8765432109,4444444444444444,2028,Tablet,4050000,7500,Transfer,Mumbai,MasterCard,Offline,890000,10680000,4000,40,20,True,True,0.4,80,True,25,30,1
179,Fixed,Female,Married,High School,1974,48,Employed,7654321098,5555555555555555,2029,Desktop,4100000,3000,Purchase,Kolkata,Visa,Online,900000,10800000,3000,50,15,False,False,0.3,90,False,10,15,0
180,Variable,Male,Single,Post Graduate,1982,40,Unemployed,6543210987,6666666666666666,2024,Mobile,4150000,5500,Withdrawal,Hyderabad,MasterCard,Offline,910000,10920000,5000,60,10,False,True,0.2,100,True,20,25,1
181,Fixed,Other,Married,Graduate,1977,45,Employed,5432109876,7777777777777777,2025,Tablet,4200000,7500,Transfer,Delhi,Visa,Online,920000,11040000,4000,70,5,True,False,0.1,10,True,25,30,0
182,Fixed,Female,Married,High School,1973,49,Self-Employed,4321098765,8888888888888888,2026,Desktop,4250000,3000,Purchase,Mumbai,MasterCard,Offline,930000,11160000,3000,40,20,True,True,0.9,20,False,10,15,1
183,Variable,Male,Single,Post Graduate,1988,34,Employed,3210987654,9999999999999999,2027,Mobile,4300000,5500,Withdrawal,Kolkata,Visa,Online,940000,11280000,5000,50,15,True,False,0.8,30,True,20,25,0
184,Fixed,Other,Married,Graduate,1981,41,Unemployed,2109876543,1111111111111111,2028,Tablet,4350000,7500,Transfer,Hyderabad,MasterCard,Offline,950000,11400000,4000,60,10,True,True,0.7,40,True,25,30,1
185,Fixed,Female,Married,High School,1979,43,Employed,1098765432,2222222222222222,2029,Desktop,4400000,3000,Purchase,Delhi,Visa,Online,960000,11520000,3000,70,5,False,False,0.6,50,False,10,15,0
186,Variable,Male,Single,Post Graduate,1984,38,Employed,0987654321,3333333333333333,2024,Mobile,4450000,5500,Withdrawal,Mumbai,MasterCard,Offline,970000,11640000,5000,40,20,False,True,0.5,60,True,20,25,1
187,Fixed,Other,Married,Graduate,1976,46,Self-Employed,9876543210,4444444444444444,2025,Tablet,4500000,7500,Transfer,Kolkata,Visa,Online,980000,11760000,4000,50,15,True,False,0.4,70,True,25,30,0
188,Fixed,Female,Married,High School,1974,48,Employed,8765432109,5555555555555555,2026,Desktop,4550000,3000,Purchase,Hyderabad,MasterCard,Offline,990000,11880000,3000,60,10,True,True,0.3,80,False,10,15,1
189,Variable,Male,Single,Post Graduate,1982,40,Unemployed,7654321098,6666666666666666,2027,Mobile,4600000,5500,Withdrawal,Delhi,Visa,Online,1000000,12000000,5000,70,5,True,False,0.2,90,True,20,25,0
190,Fixed,Other,Married,Graduate,1977,45,Employed,6543210987,7777777777777777,2028,Tablet,4650000,7500,Transfer,Mumbai,MasterCard,Offline,1010000,12120000,4000,40,20,True,True,0.1,100,True,25,30,1
191,Fixed,Female,Married,High School,1973,49,Self-Employed,5432109876,8888888888888888,2029,Desktop,4700000,3000,Purchase,Kolkata,Visa,Online,1020000,12240000,3000,50,15,False,False,0.9,10,False,10,15,0
192,Variable,Male,Single,Post Graduate,1988,34,Employed,4321098765,9999999999999999,2024,Mobile,4750000,5500,Withdrawal,Hyderabad,MasterCard,Offline,1030000,12360000,5000,60,10,False,True,0.8,20,True,20,25,1
193,Fixed,Other,Married,Graduate,1981,41,Unemployed,3210987654,1111111111111111,2025,Tablet,4800000,7500,Transfer,Delhi,Visa,Online,1040000,12480000,4000,70,5,True,False,0.7,30,True,25,30,0
194,Fixed,Female,Married,High School,1979,43,Employed,2109876543,2222222222222222,2026,Desktop,4850000,3000,Purchase,Mumbai,MasterCard,Offline,1050000,12600000,3000,40,20,True,False,0.6,40,False,10,15,1
195,Variable,Male,Single,Post Graduate,1984,38,Employed,1098765432,3333333333333333,2027,Mobile,4900000,5500,Withdrawal,Kolkata,Visa,Online,1060000,12720000,5000,50,15,True,True,0.5,50,True,20,25,0
196,Fixed,Other,Married,Graduate,1976,46,Self-Employed,0987654321,4444444444444444,2028,Tablet,4950000,7500,Transfer,Hyderabad,MasterCard,Offline,1070000,12840000,4000,60,10,True,False,0.4,60,True,25,30,1
197,Fixed,Female,Married,High School,1974,48,Employed,9876543210,5555555555555555,2029,Desktop,5000000,3000,Purchase,Delhi,Visa,Online,1080000,12960000,3000,70,5,False,False,0.3,70,False,10,15,0
198,Variable,Male,Single,Post Graduate,1982,40,Unemployed,8765432109,6666666666666666,2024,Mobile,5050000,5500,Withdrawal,Mumbai,MasterCard,Offline,1090000,13080000,5000,40,20,False,True,0.2,80,True,20,25,1
199,Fixed,Other,Married,Graduate,1977,45,Employed,7654321098,7777777777777777,2025,Tablet,5100000,7500,Transfer,Kolkata,Visa,Online,1100000,13200000,4000,50,15,True,False,0.1,90,True,25,30,0
200,Fixed,Female,Married,HighSchool,1973,49,SelfEmployed,6543210987,8888888888888888,2026,Desktop,5150000,3000,Purchase,Hyderabad,MasterCard,Offline,1110000,13320000,3000,60,10,True,True,0.9,100,False,10,15,1
201,Variable,Other,Single,Graduate,1988,34,Unemployed,9876543210,1111111111111111,2027,Mobile,320000,2500,Withdrawal,Delhi,Visa,Online,85000,1020000,2000,30,18,True,False,0.8,90,True,20,25,0
202,Fixed,Male,Single,High School,1975,47,Employed,1234567890,3333333333333333,2028,Desktop,450000,5500,Purchase,Pune,MasterCard,Offline,120000,1440000,7000,70,6,False,True,0.7,100,False,5,10,1
203,Fixed,Female,Single,Post Graduate,1982,40,Self-Employed,9876543210,7777777777777777,2023,Tablet,150000,4000,Transfer,Mumbai,Visa,Online,95000,1140000,5000,80,20,False,False,0.6,20,False,5,20,0
204,Variable,Other,Single,High School,1980,42,Employed,6543210987,6666666666666666,2024,Mobile,220000,6500,Withdrawal,Bangalore,MasterCard,Offline,115000,1380000,4000,10,8,True,False,0.5,90,False,30,10,1
205,Fixed,Male,Married,Graduate,1976,46,Employed,1234567890,2222222222222222,2025,Desktop,250000,3000,Transfer,Mumbai,Visa,Online,95000,1140000,7000,60,16,False,True,0.4,100,True,20,25,0
206,Fixed,Female,Single,Doctorate,1985,37,Self-Employed,9876543210,8888888888888888,2026,Tablet,170000,1500,Purchase,Pune,MasterCard,Offline,120000,1440000,4000,30,10,False,True,0.3,20,False,5,30,1
207,Variable,Male,Single,Graduate,1982,40,Unemployed,6543210987,1111111111111111,2027,Mobile,190000,5500,Withdrawal,Chennai,Visa,Online,105000,1260000,3000,70,6,False,False,0.2,90,True,30,10,0
208,Fixed,Female,Single,Post Graduate,1970,52,Employed,1234567890,2222222222222222,2028,Desktop,210000,4000,Transfer,Bangalore,MasterCard,Offline,90000,1080000,6000,80,20,False,True,0.1,100,False,5,20,1
209,Fixed,Other,Single,High School,1969,53,Self-Employed,9876543210,3333333333333333,2029,Tablet,140000,2500,Purchase,Hyderabad,Visa,Offline,95000,1140000,5000,30,10,True,False,0.8,20,True,5,30,0
210,Variable,Female,Married,Doctorate,1975,47,Employed,6543210987,7777777777777777,2023,Mobile,220000,3000,Withdrawal,Delhi,MasterCard,Online,105000,1260000,4000,10,8,True,True,0.6,90,True,30,10,1
211,Fixed,Male,Married,Graduate,1973,49,Employed,1234567890,2222222222222222,2024,Desktop,250000,5500,Transfer,Mumbai,Visa,Offline,120000,1440000,3000,60,16,False,True,0.4,100,True,20,25,0
212,Fixed,Female,Single,Doctorate,1982,40,Self-Employed,9876543210,5555555555555555,2025,Tablet,170000,1500,Purchase,Pune,MasterCard,Offline,95000,1140000,7000,30,10,False,True,0.3,20,False,5,30,1
213,Variable,Male,Single,Graduate,1976,46,Unemployed,6543210987,1111111111111111,2026,Mobile,190000,5500,Withdrawal,Chennai,Visa,Online,105000,1260000,4000,70,6,False,False,0.2,90,True,30,10,0
214,Fixed,Female,Single,Post Graduate,1985,37,Employed,9876543210,2222222222222222,2027,Desktop,210000,4000,Transfer,Bangalore,MasterCard,Offline,90000,1080000,6000,80,20,False,True,0.1,100,False,5,20,1
215,Fixed,Other,Single,High School,1970,52,Self-Employed,1234567890,3333333333333333,2028,Tablet,140000,2500,Purchase,Hyderabad,Visa,Online,95000,1140000,5000,30,10,True,False,0.8,20,True,5,30,0
216,Variable,Female,Married,Doctorate,1969,53,Employed,6543210987,4444444444444444,2029,Mobile,220000,3000,Withdrawal,Delhi,MasterCard,Offline,105000,1260000,4000,10,8,True,True,0.6,90,True,30,10,1
217,Fixed,Male,Married,Graduate,1975,47,Employed,1234567890,5555555555555555,2023,Desktop,250000,5500,Transfer,Mumbai,Visa,Online,120000,1440000,3000,60,16,False,True,0.4,100,True,20,25,0
218,Fixed,Female,Single,Doctorate,1982,40,Self-Employed,9876543210,6666666666666666,2024,Tablet,170000,1500,Purchase,Pune,MasterCard,Offline,95000,1140000,7000,30,10,False,True,0.3,20,False,5,30,1
219,Variable,Male,Single,Graduate,1976,46,Unemployed,6543210987,7777777777777777,2025,Mobile,190000,5500,Withdrawal,Chennai,Visa,Online,105000,1260000,4000,70,6,False,False,0.2,90,True,30,10,0
220,Fixed,Female,Single,Post Graduate,1985,37,Employed,9876543210,8888888888888888,2026,Desktop,210000,4000,Transfer,Bangalore,MasterCard,Offline,90000,1080000,6000,80,20,False,True,0.1,100,False,5,20,1
221,Fixed,Other,Single,High School,1970,52,Self-Employed,1234567890,9999999999999999,2027,Tablet,140000,2500,Purchase,Hyderabad,Visa,Online,95000,1140000,5000,30,10,True,False,0.8,20,True,5,30,0
222,Variable,Female,Married,Doctorate,1969,53,Employed,6543210987,0000000000000000,2028,Mobile,220000,3000,Withdrawal,Delhi,MasterCard,Offline,105000,1260000,4000,10,8,True,True,0.6,90,True,30,10,1
223,Fixed,Male,Married,Graduate,1975,47,Employed,1234567890,1111111111111111,2029,Desktop,250000,5500,Transfer,Mumbai,Visa,Online,120000,1440000,3000,60,16,False,True,0.4,100,True,20,25,0
224,Fixed,Female,Single,Doctorate,1982,40,Self-Employed,9876543210,2222222222222222,2023,Tablet,170000,1500,Purchase,Pune,MasterCard,Offline,95000,1140000,7000,30,10,False,True,0.3,20,False,5,30,1
225,Variable,Male,Single,Graduate,1976,46,Unemployed,6543210987,3333333333333333,2024,Mobile,190000,5500,Withdrawal,Chennai,Visa,Online,105000,1260000,4000,70,6,False,False,0.2,90,True,30,10,0
226,Fixed,Female,Single,Post Graduate,1985,37,Employed,9876543210,4444444444444444,2025,Desktop,210000,4000,Transfer,Bangalore,MasterCard,Offline,90000,1080000,6000,80,20,False,True,0.1,100,False,5,20,1
227,Fixed,Other,Single,High School,1970,52,Self-Employed,1234567890,5555555555555555,2026,Tablet,140000,2500,Purchase,Hyderabad,Visa,Online,95000,1140000,5000,30,10,True,False,0.8,20,True,5,30,0
228,Variable,Female,Married,Doctorate,1969,53,Employed,6543210987,6666666666666666,2027,Mobile,220000,3000,Withdrawal,Delhi,MasterCard,Offline,105000,1260000,4000,10,8,True,True,0.6,90,True,30,10,1
229,Fixed,Male,Married,Graduate,1975,47,Employed,1234567890,7777777777777777,2028,Desktop,250000,5500,Transfer,Mumbai,Visa,Online,120000,1440000,3000,60,16,False,True,0.4,100,True,20,25,0
230,Fixed,Female,Single,Doctorate,1982,40,Self-Employed,9876543210,8888888888888888,2029,Tablet,170000,1500,Purchase,Pune,MasterCard,Offline,95000,1140000,7000,30,10,False,True,0.3,20,False,5,30,1
231,Variable,Male,Single,Graduate,1976,46,Unemployed,6543210987,9999999999999999,2023,Mobile,190000,5500,Withdrawal,Chennai,Visa,Online,105000,1260000,4000,70,6,False,False,0.2,90,True,30,10,0
232,Fixed,Female,Single,Post Graduate,1985,37,Employed,9876543210,0000000000000000,2024,Desktop,210000,4000,Transfer,Bangalore,MasterCard,Offline,90000,1080000,6000,80,20,False,True,0.1,100,False,5,20,1
233,Fixed,Other,Single,High School,1970,52,Self-Employed,1234567890,1111111111111111,2025,Tablet,140000,2500,Purchase,Hyderabad,Visa,Online,95000,1140000,5000,30,10,True,False,0.8,20,True,5,30,0
234,Variable,Female,Married,Doctorate,1969,53,Employed,6543210987,2222222222222222,2026,Mobile,220000,3000,Withdrawal,Delhi,MasterCard,Offline,105000,1260000,4000,10,8,True,True,0.6,90,True,30,10,1
235,Fixed,Male,Married,Graduate,1975,47,Employed,1234567890,3333333333333333,2027,Desktop,250000,5500,Transfer,Mumbai,Visa,Online,120000,1440000,3000,60,16,False,True,0.4,100,True,20,25,0
